en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
such;"böyle; o tür";det.;I have never seen such a beautiful sunset before.;Daha önce hiç böyle güzel bir gün batımı görmemiştim.;"like this; so; that kind of";-;A1;"vocabulary; general; basic";Temel seviye kelime. Günlük iletişimde sık kullanılır.
such as;örneğin, gibi;prep.;Many European countries, such as France, Italy, and Spain, are famous for their rich history and delicious cuisine.;Fransa, İtalya ve İspanya gibi birçok Avrupa ülkesi, zengin tarihleri ve lezzetli mutfaklarıyla ünlüdür.;"for example; for instance";;B1;"preposition; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
suffer;çekmek, acı çekmek;v.;Many people in the world still suffer from hunger and lack of access to clean water.;Dünyada birçok insan hala açlık ve temiz suya erişim eksikliğinden muzdarip.;"endure; undergo";"enjoy; thrive";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
suffer from;#AD?;phr. v.;She suffers from headaches.;Baş ağrılarından muzdarip.;"be afflicted with; endure";"enjoy; be free from";B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
sufficient;yeterli;adj.;Do we have sufficient food and water for the entire weekend camping trip?;Tüm hafta sonu kamp gezisi için yeterli yiyecek ve suyumuz var mı?;"enough; adequate; ample";"insufficient; inadequate";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
suggest;önermek;v.;Late last night, my colleague Sandy phoned me and enthusiastically suggested an early meeting for tomorrow morning.;Dün gece geç saatlerde, meslektaşım Sandy beni aradı ve yarın sabah için erken bir toplantı yapmayı coşkuyla önerdi.;"propose; recommend";;A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
suggestion;öneri;n.;Can I make a suggestion?;Bir öneride bulunabilir miyim?;"idea; proposal; recommendation";-;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
suicide;İntihar;n.;The police are investigating whether the death was an accident or a suicide.;Polis, ölümün bir kaza mı yoksa intihar mı olduğunu araştırıyor.;Self-destruction;;B2;"psychology; crime";"""Commit suicide"" (intihar etmek) şeklinde kullanılır."
suit;uygun olmak;v.;The job suits his skills perfectly.;İş, becerilerine tam uyuyor.;"fit; match; become";-;A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
suitability;uygunluk, elverişlilik;n.;His suitability for the job is in question.;İşe uygunluğu sorgulanıyor.;"appropriateness; fitness; aptness";unsuitability;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
suitable;"uygun; elverişli";adj.;This film is not suitable for young children because of its violent scenes.;Bu film, şiddet sahneleri nedeniyle küçük çocuklar için uygun değildir.;"appropriate; fitting; proper";"unsuitable; inappropriate";B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
suitable for;için uygun;"adj.;phr. v.";This film is suitable for children.;Bu film çocuklar için uygundur.;"appropriate for; fit for";unsuitable for;B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
suitably;uygun bir şekilde;adv.;The room was suitably decorated for the party.;Oda parti için uygun şekilde dekore edilmişti.;"appropriately; fittingly; properly";"unsuitably; inappropriately";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
suitcase;Bavul;n.;She packed her suitcase carefully the night before her trip to make sure she didn't forget anything.;Seyahatinden önceki gece, hiçbir şeyi unutmadığından emin olmak için bavulunu dikkatlice hazırladı.;"Bag; luggage; valise";;A2;"travel; luggage";
sum up;özetlemek;v.;At the end of the lengthy presentation, the project manager will briefly sum up the key points and then we will take questions from the audience.;Uzun sunumun sonunda, proje yöneticisi kilit noktaları kısaca özetleyecek ve ardından izleyicilerden sorular alacağız.;"summarize; outline";"elaborate; expand";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
summary;özet;n.;Please write a one-page summary of the report.;Lütfen raporun tek sayfalık bir özetini yazın.;"synopsis; abstract; outline; recap";"full text; expansion";B2;"noun; vocabulary";Ana noktaların kısa bir açıklaması.
summit;zirve;n.;After a long and challenging climb, the team finally reached the summit of the mountain and enjoyed the breathtaking view.;Uzun ve zorlu bir tırmanışın ardından ekip nihayet dağın zirvesine ulaştı ve nefes kesici manzaranın tadını çıkardı.;peak, top, apex;base, bottom;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
sunset;Gün Batımı, Güneşin Batışı;n.;They walked hand in hand along the beach, watching the beautiful colors of the sunset.;Sahilde el ele yürüdüler, gün batımının güzel renklerini izlediler.;"Dusk; sundown; evening";"Sunrise; dawn";A2;"time; nature";
superficial;yüzeysel;adj.;She has only a superficial knowledge of the subject.;Konu hakkında sadece yüzeysel bilgisi var.;"shallow; surface-level";deep;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
superior;"Daha İyi, Üstün; Üst (Amir)";"adj.;n.";This new model is vastly superior to the old one in terms of performance and battery life.;Bu yeni model, performans ve pil ömrü açısından eski modele göre çok daha üstün.;"Better; greater; excellent; senior";"Inferior; worse; junior";B2;"comparison; rank";
supernatural;doğaüstü;adj.;Many ancient cultures built their beliefs around supernatural forces that they believed controlled nature.;Birçok eski kültür, inançlarını doğayı kontrol ettiğine inandıkları doğaüstü güçler etrafında inşa etti.;"paranormal; mystical; otherworldly";"natural; normal; ordinary";B2;"yds; yökdil";Bilimsel yasalarla açıklanamayan olayları ifade eder.
superstition;batıl inanç, hurafe, boş kanı;n.;The idea that breaking a mirror brings seven years of bad luck is a common superstition in many cultures.;Bir aynayı kırmanın yedi yıl kötü şans getirdiği fikri, birçok kültürde yaygın bir batıl inançtır.;"myth; folklore; fallacy";"fact; science; reality";B2;"yds; yökdil";Genellikle mantığa veya bilgiye dayanmayan inançlar için kullanılır.
superstructure;üst yapı;n.;In Marxist theory, the superstructure of a society, including its culture and institutions, is shaped by its economic base or infrastructure.;Marksist teoride, bir toplumun kültürü ve kurumları da dahil olmak üzere üst yapısı, onun ekonomik temeli veya altyapısı tarafından şekillendirilir.;;base, infrastructure;C2;"noun; vocabulary; advanced";Üst düzey kelime. Uzman seviyesi metin anlama için gereklidir.
supervise;Denetlemek, Gözetmek, Yönetmek;v.;A foreman is responsible for supervising the construction workers and ensuring the project stays on schedule.;Bir ustabaşı, inşaat işçilerini denetlemekten ve projenin programında kalmasını sağlamaktan sorumludur.;"Oversee; manage; direct; inspect";;B2;"work; management";
supervisor;amir, müfettiş;n.;Work with their supervisors.;Amirleriyle çalışırlar.;"manager; boss";"subordinate; employee";B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
supplement;takviye etmek;v.;Many health-conscious people choose to take vitamin pills to supplement their daily diet and ensure they get enough nutrients.;Birçok sağlık bilincine sahip insan, günlük diyetlerini takviye etmek ve yeterli besin aldıklarından emin olmak için vitamin hapları almayı tercih ediyor.;"add to; enhance";"reduce; deplete";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
supplemental;tamamlayıcı, ilave;adj.;He earns supplemental income from a second job.;İkinci bir işten ek gelir elde ediyor.;"additional; extra; supplementary";"essential; basic";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
supplementary;ek, tamamlayıcı;adj.;The teacher gave us supplementary materials.;Öğretmen bize ek materyaller verdi.;"additional; extra; auxiliary";"core; main";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
supplier;tedarikçi, satıcı;n.;They are our main supplier of components.;Onlar ana bileşen tedarikçimiz.;"provider; vendor; seller";"buyer; customer";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
supplies;Erzak, Malzeme, Levazım;phr. v.;The humanitarian organization sent urgent medical supplies and food to the disaster area.;İnsani yardım kuruluşu, felaket bölgesine acil tıbbi malzeme ve yiyecek gönderdi.;"Provisions; materials; equipment; stores";;B1;"logistics; military";
supply;sağlamak, temin etmek;v.;The company supplies office furniture and equipment to businesses all over the country.;Şirket, ülkenin dört bir yanındaki işletmelere ofis mobilyası ve ekipmanı tedarik ediyor.;"provide; furnish";"withhold; take";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
support;desteklemek;v.;The local governors have unanimously supported the efforts to safely return the refugees to their homeland.;Yerel yöneticiler, mültecilerin güvenli bir şekilde anavatanlarına döndürülmesi çabalarını oybirliğiyle destekledi.;"back; assist";"oppose; hinder";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
suppose;varsaymak;v.;Since you seem so organized, I don't suppose you have any idea where my misplaced address book might possibly be.;Çok düzenli göründüğün için, kaybolan adres defterimin nerede olabileceği hakkında herhangi bir fikrin olmadığını varsayıyorum.;"assume; presume";know;A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
suppose that;farz et ki;conj.;Suppose that we miss the last train, how will we get home?;Farz edelim ki son treni kaçırdık, eve nasıl gideceğiz?;"what if; imagine if";—;B1;"conjunction; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
suppress;bastırmak;v.;He tried to suppress his anger during the meeting, but his clenched fists and tight jaw showed how he really felt.;Toplantı sırasında öfkesini bastırmaya çalıştı, ancak sıkılı yumrukları ve gergin çenesi gerçekte nasıl hissettiğini gösteriyordu.;inhibit, restrain, stifle;express, release, vent;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
supreme;yüce, en büyük, en yüksek;adj.;The Supreme Court is the highest judicial body in the country, and its decisions on legal matters are final and binding on all lower courts.;Yargıtay, ülkedeki en yüksek yargı organıdır ve hukuki konulardaki kararları nihaidir ve tüm alt mahkemeler için bağlayıcıdır.;"highest; greatest; ultimate";"lowest; inferior; minor";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
supremely;son derece, fevkalade, epey, çok;adv.;She was supremely confident in her abilities, having trained for years and prepared meticulously for the competition ahead.;Yıllarca çalışmış ve önündeki yarışma için titizlikle hazırlanmış olduğundan, yeteneklerine son derece güveniyordu.;"extremely; immensely; perfectly";"slightly; somewhat; poorly";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
sure;"emin; kesin";adj.;Are you sure you locked the door? I can go back and check if you want.;Kapıyı kilitlediğine emin misin? İstersen geri dönüp kontrol edebilirim.;"certain; positive; confident";"unsure; uncertain; doubtful";A2;"adjective; description; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
surface;yüzey;n.;The surface of the lake was calm.;Gölün yüzeyi sakindi.;"top; exterior";interior;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
surge;artmak, yükselmek;v.;As the doors opened, the crowd surged forward, eager to get the best seats in the stadium.;Kapılar açılırken kalabalık, stadyumdaki en iyi koltukları kapmak için hevesle ileri atıldı.;rush, gush, rise;ebb, recede;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
surgeon;Cerrah;n.;The surgeon successfully completed the complex heart operation, which lasted for over eight hours.;Cerrah, sekiz saatten uzun süren karmaşık kalp ameliyatını başarıyla tamamladı.;"Doctor; physician; operator";;B1;"occupation; medical";
surgery;cerrahi, ameliyat;n.;The patient underwent emergency surgery to remove his appendix, and the operation was successful.;Hasta, apandisini almak için acil ameliyat geçirdi ve operasyon başarılıydı.;operation, procedure;;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
